,Column_A,Column_B,Transaction Year,Transaction Month,Customer Year,Customer Month,Amount,Population City,Category_Food,Category_Grocery_Net,Category_Grocery_Pos,Category_Health,Category_Home,Category_Kids Pets,Category_Misc_Net,Category_Misc_Pos,Category_Personal Care,Category_Shopping_Net,Category_Shopping_Pos,Category_Transporte,Category_Travel,Gender_M,State_Northeast,State_Southeast,State_Southwest,State_West,Occupation_Alternative therapies,"Occupation_Animals, land and environment",Occupation_Computing and ICT,Occupation_Construction and building,"Occupation_Design, arts and crafts",Occupation_Education and training,Occupation_Engineering,Occupation_Facilities and property services,Occupation_Financial services,Occupation_Garage services,Occupation_Healthcare,"Occupation_Heritage, culture and libraries","Occupation_Hospitality, catering and tourism",Occupation_Languages,Occupation_Legal and court services,Occupation_Manufacturing and production,Occupation_Performing arts and media,"Occupation_Print and publishing, marketing and advertising",Occupation_Retail and customer services,"Occupation_Science, mathematics and statistics","Occupation_Security, uniformed and protective services",Occupation_Social sciences and religion,Occupation_Social work and caring services,Occupation_Sport and leisure,"Occupation_Transport, distribution and logistics"
Category_Grocery_Pos,-0.00739978361857116,-0.001800417643076813,0.014384417237838244,-0.022489760278593375,-0.03587347611517734,-0.011511817336355926,0.1626653886414253,0.002624150775406703,-0.0955668401973739,-0.07318434548039666,1.0,-0.09233156313636295,-0.11483846524183842,-0.11145056050626696,-0.1359846520091058,-0.10163755107438735,-0.104706692764157,-0.19015422394142886,-0.14695024219960742,-0.14275249228388656,-0.06866010364907091,0.058278361166476306,0.010592499294072353,0.0037421740162867606,-0.007162491894132362,0.005708060883526291,-0.017159040695265394,-0.011131925354857951,0.007450141855533524,-0.01053590938209911,-0.0019304293113915699,-0.0023509902845057678,0.003336913287217576,-0.009719917353061516,-0.006800715463877415,-0.010498949657850528,-0.005928171459089373,0.0021848830340506914,0.0057121937793199375,0.01524762562063331,0.0035396905098431914,0.009279129802930287,0.021536985004458484,0.010554956819449155,0.001859088855477361,-0.0054357044196105125,-0.00929291599564064,0.00043234320569089484,-0.0035940035853031576,0.010392877669623954,0.006227930270945639
Category_Health,0.002693477042540904,-0.006536284845658637,-0.002647569723007658,0.008874327719559726,0.019350914105526248,0.010967213959785444,-0.10288446925654328,-0.00992582224095122,-0.044289003923873846,-0.03391617591889885,-0.09233156313636295,1.0,-0.053220146519474376,-0.05165007340815727,-0.0630200263394646,-0.047102382887722234,-0.048524730095816586,-0.08812409359658364,-0.06810186294692902,-0.06615647935880543,-0.031819484599961145,-0.01983153641659906,-0.0073189176285894395,0.0005850818712454822,-0.0024926156473257023,0.008334497082885082,0.00125332066108323,-0.0004686547128892225,-0.0071945948437446405,0.0033667218254774035,0.0017092973136375116,0.011470123040706968,-0.008142963068925835,0.005252208170523865,0.018993150367020685,-0.00878057477191687,-0.0019175918583575553,0.00740503320343952,0.0030719854710830937,-0.011837449496607717,-0.013529840295746425,-0.009028689685740967,-0.0012575999712676547,0.005402874959564417,0.001824401301920689,0.011168560624525694,-0.01078142342460089,0.0025377956526813758,0.0099216838933889,-0.007167157303430932,-0.015797799993369836
Category_Home,0.008641174101884488,-0.0034383691285952743,-0.003186967058212836,0.025149103825109407,0.027536323148155017,-0.00046527036156024046,-0.06572350456523958,-0.004924247564487302,-0.055084968400197915,-0.042183641834875656,-0.11483846524183842,-0.053220146519474376,1.0,-0.06424038495981123,-0.0783818973543853,-0.058584141503926976,-0.06035320253647263,-0.10960537562343305,-0.08470249127468005,-0.0822828976061874,-0.039575857400455466,-0.04231772573278658,-0.017844808021256382,0.012401582479172767,0.004685744739208241,0.0029512772658630564,0.008087315829330836,0.0010527004902791634,-0.001540306222506436,0.0029771786782974213,0.0009516292164184095,-0.004861654585710078,-0.0004432113072009135,0.0014043476109912277,0.004518358649323125,-0.004405873967819451,0.01983017374841317,-0.018925202178459964,-0.009255901363980754,-0.009883228260530862,-0.009958046530262733,0.004472109813562807,-0.012187862264347631,0.006266055828688657,0.0038280995214782106,-0.002215322091412569,-0.011063134452320532,0.004252130388246982,0.008262020882206433,0.007039568350415745,-0.003362732005780878
Category_Kids Pets,0.0005868997862457913,0.010720312937383033,-0.001957623547535925,-0.0020298149152881213,0.01300591697645123,0.00485284627615512,-0.1294970305805109,-0.0076881212332622784,-0.053459880282651015,-0.040939161950587215,-0.11145056050626696,-0.05165007340815727,-0.06424038495981123,1.0,-0.07606951534308991,-0.05685582259952009,-0.05857269371262494,-0.10637185477885604,-0.08220364238550452,-0.07985543031228469,-0.03840831101763899,-0.04549935052296894,0.011093922119891441,-0.015547833780421788,-0.0031029253930835105,-0.004493015970773457,0.008369025470149694,0.001213266977842455,-0.00731253863039883,-0.001994629632136018,-0.011813905463860611,-0.0014391953039204263,-0.0009891266983910268,0.0006494424230950214,-0.005076558396390504,0.009467903839836303,-0.0005610201376750041,0.006491436482424752,-0.007250093742582302,0.005586823262450629,-0.0014414977443911899,-0.004721049115814324,-0.00529583203763441,-0.0023894857733102507,-0.0017547909016695357,0.012905832081387321,0.0016618864210387319,0.008631798878434674,0.0024643984634465472,-0.008651252849735164,-0.002096274099515653
Category_Misc_Net,-0.005042654470649035,0.011635736494703716,0.0063060361290690585,-0.0052296049250312344,-0.03441410136476453,0.008883946156243787,0.14019099858201212,0.0002394122674125106,-0.06522823378960013,-0.04995127584918682,-0.1359846520091058,-0.0630200263394646,-0.0783818973543853,-0.07606951534308991,1.0,-0.06937173950284838,-0.07146655284249885,-0.12978794893411508,-0.10029948394064148,-0.09743434983840048,-0.04686329780905366,0.030826193774411977,0.009025112423457812,-0.004141888748786593,-0.010966216368761854,0.004302088155817977,-0.006479071125657116,-0.00399688509297353,0.006472829671769067,-0.008951326823609317,0.003035833494922195,-0.015070383671663882,0.00042083475327942357,0.008364665462036047,-0.0016792823003954984,0.0039860708825868885,-0.0015759062385327228,-0.005346348221941139,0.016903867798047974,-0.0048664600017258785,0.013431402783917676,0.0020593870761328762,0.013389752395035226,-0.007903230233735086,-0.0038727480690596656,-0.00019607777769527668,0.008412988121020652,-0.006268339788611984,7.04210398204703e-05,0.010158299673259284,0.002245163557787265
Category_Misc_Pos,0.003604313303654634,-0.0037098331166205397,0.006496825562928305,0.0017659898934663694,0.022202612644327983,-0.0015657584224423346,-0.13851599153789038,-0.00416463665386343,-0.048752839716342596,-0.03733454676938524,-0.10163755107438735,-0.047102382887722234,-0.058584141503926976,-0.05685582259952009,-0.06937173950284838,1.0,-0.053415479668642955,-0.09700601570644735,-0.07496576835060047,-0.0728243118748212,-0.03502653243737368,-0.026970434964836126,-0.002352822920542421,-0.0014138266180040973,0.0035721965562148282,-0.0038770260633411847,0.004401161939572757,0.0040873592872646995,-0.012214803648653738,0.007709214594965401,0.004342502624385361,-0.006832903174722862,-0.019094522303880514,0.005746716747186428,0.0242225370798674,0.0048589023372646286,0.0032247857745397427,-0.007140794672487911,-0.00515411328799077,0.008548546403021565,-0.013648342313803973,-0.01230799370818857,-0.008496918132769222,0.0016474456218493474,0.004518386812397535,0.010989099122333363,-0.004572268818301439,0.00035082433061881327,-0.00904068623539565,-0.007889526525287896,0.005103328872281689
Category_Personal Care,0.007789251491335535,-0.004634793316641178,-0.011876802440205161,0.012270517180282053,0.009948443235913294,0.0075454701744047635,-0.1395016239507159,-0.004471691512728634,-0.050225025648474836,-0.03846193534523465,-0.104706692764157,-0.048524730095816586,-0.06035320253647263,-0.05857269371262494,-0.07146655284249885,-0.053415479668642955,1.0,-0.09993529926174678,-0.07722950416987506,-0.07502338228965459,-0.0360842260733895,-0.055981814819056515,-0.021517524211288837,0.011547052062362605,1.5754719484084874e-05,-0.000999539726262419,0.0003060356907107529,0.0013147094360935528,0.013215395729589676,0.006719780381503305,0.003862849582391774,0.009572114546668769,0.005524287956742291,-0.0011279376297467262,-0.011034925655887496,0.011254564861860718,-0.013974140603452073,0.01199354541019712,0.0047878403216294295,0.012838307458796511,-0.004977990389822845,-0.007615726786386383,0.003888028660217126,-0.012774033477567474,-0.009915554473496764,-0.0011223979889738828,0.015952405753875947,0.004602214199717742,-0.004864831230893032,-0.008127765980246652,-0.009124825027008475
Category_Shopping_Net,-0.008729480174751288,-0.007319696190232271,-0.003869934071100699,-0.004966238492810007,-0.001142890973810948,0.0048162863399857595,0.30125394090453156,0.011023814810492565,-0.09121194187783001,-0.06984939810229703,-0.19015422394142886,-0.08812409359658364,-0.10960537562343305,-0.10637185477885604,-0.12978794893411508,-0.09700601570644735,-0.09993529926174678,1.0,-0.14025384665602822,-0.13624738457629823,-0.06553132206140401,0.06898909381366053,0.01827658203469808,-0.012275782384393344,0.014767742919707214,-0.012195253049665308,-0.012719031288061193,0.013388448040167594,-0.005126274907005481,0.00885968722194954,-0.003694277050200548,0.006905698386330509,0.0009345527166000022,-0.009220134094511188,-0.012651358005976538,-0.009363188317824594,0.0021700940475906116,-0.001477769153029178,0.0003820701288257928,-0.004945509645545738,0.0058133628836341536,-0.00794866011912119,-0.014712801260957172,-0.009449876882309872,0.003235644986317189,-0.004351905703751987,0.011143587892660047,-0.006432738053272398,0.00020140752062291632,0.01726972283910418,0.013660097505492895
Category_Shopping_Pos,-0.011998185423493131,-0.005839429879337705,0.006797212940129907,-0.0065557993296768745,-0.011527118568447854,0.011008581721408025,0.08125606186940938,0.017938438063895164,-0.07048813680085383,-0.05397926880546695,-0.14695024219960742,-0.06810186294692902,-0.08470249127468005,-0.08220364238550452,-0.10029948394064148,-0.07496576835060047,-0.07722950416987506,-0.14025384665602822,1.0,-0.10529130380357532,-0.05064228103368333,-0.024166632358672002,0.003023883719545148,0.012515510927820802,-0.012809377371048888,-0.006551029450479125,0.005210070739462215,0.007645162513403304,0.001252596106234066,-0.014105662940109575,-0.005484239711303164,0.011990458452729237,0.0050521427078746356,-0.0010908646533857231,0.0019111679927613136,-0.013974718347173573,0.0026980772153354753,-0.008616052434126545,-0.005619530691859093,0.0008192621032053917,-0.0018861081819945811,0.0059343235306944615,-0.00045173707960941944,0.004174582907783041,0.010080587851436775,-0.006480442782757815,0.006417736141856793,-0.002726238930666052,-0.008841650752633039,-0.004926406639087763,0.005280048621198354
Category_Transporte,0.014530421534291698,0.009826089064519945,-0.007503954839670985,0.005840784894003484,-0.022757289266809554,-0.008870804086548447,-0.17275805676473796,-0.028847909085255728,-0.06847458741239361,-0.05243730829089336,-0.14275249228388656,-0.06615647935880543,-0.0822828976061874,-0.07985543031228469,-0.09743434983840048,-0.0728243118748212,-0.07502338228965459,-0.13624738457629823,-0.10529130380357532,1.0,-0.04919564421458714,0.014261432134628311,-0.019069578920994285,-0.005062051529908581,0.00624086893406082,0.004807094229512372,-0.008490294747359194,-0.0013427308673620369,-0.0009564442001301722,0.014012359367511636,-0.0014886246584613703,-0.008259602033900115,0.00335169725015484,0.014901493903743868,0.009065166859746706,0.002680019994424548,-0.019033563088641643,0.009079823788148738,-0.012122584512233952,-0.0022010743333494326,0.022978739945103892,0.01667794939556738,-0.0070426215163818025,0.007362504900411753,-0.0045626573720349214,-0.006569396967537646,-0.0035479658130766166,0.002966787955472745,-0.000918685086997695,-0.011081038086015965,-0.00038461865736152793
Category_Travel,0.0005074545574904603,-0.001685320440089501,-0.0018064937147842656,-0.006631591843924385,-0.0009249058070401724,0.0034483732124092007,-0.13971127410906403,-0.00620276714499339,-0.03293443213385492,-0.025220932851884214,-0.06866010364907091,-0.031819484599961145,-0.039575857400455466,-0.03840831101763899,-0.04686329780905366,-0.03502653243737368,-0.0360842260733895,-0.06553132206140401,-0.05064228103368333,-0.04919564421458714,1.0,-0.00434423963629033,0.006059807979459279,-0.006244883808915014,0.0017631472280800013,-0.005230043186191087,-0.009526183638335812,0.00617061489781424,0.0019253517508273873,0.0026102316410077436,-0.009685365617103727,-0.001459810451468994,-0.00855957952143451,0.00919064328279627,0.0034840346776218254,0.02485710546687832,0.0022038592269548974,0.0018659602766102406,-0.0006668292735823801,0.006741106522213523,0.012929492709847171,0.000690703902065583,-0.0007305159299542259,-0.004636615426992143,-0.0013554298338707353,0.004481758868159644,-0.014115444325071743,0.00338278841971539,0.010581302491163168,0.007479984354217905,0.0046326296264550095
Gender_M,-0.03975944405045461,0.04114491266301606,-0.009774870646702802,0.027032729686370736,-0.006918495947918552,-0.06617576555623922,0.06770345613921591,0.02678180090840548,-0.0322960537152381,0.005105525532797775,0.058278361166476306,-0.01983153641659906,-0.04231772573278658,-0.04549935052296894,0.030826193774411977,-0.026970434964836126,-0.055981814819056515,0.06898909381366053,-0.024166632358672002,0.014261432134628311,-0.00434423963629033,1.0,0.030385840595032496,-0.02920963371875678,-0.018902741165559893,0.0019862494928203707,-0.013574077876991367,0.01983171554223396,-0.02543721658689987,-0.011485810087523793,0.008458884985168738,-0.03496317795197241,-0.02272492915418286,0.008587525129669569,-0.037757744717650345,0.0034359847371030696,0.020254433906279404,0.01356548547873442,0.057670552784536235,0.01770754252823473,0.013981383565535521,-0.014489143682238716,0.06298192840113188,0.028588138690274833,-0.03124355243470639,-0.05802835226690079,0.0025999140614073996,-0.04926199885401688,0.0517090339471442,0.036201413375032784,-0.0037695667322792405
State_Northeast,-0.5425283732977578,0.26472979077585684,-0.016707178009697694,0.005324051421253639,0.007287343962463273,0.01602871131368943,0.022629714911645372,-0.018523004408786514,0.0020921758988857527,-0.002501714739931117,0.010592499294072353,-0.0073189176285894395,-0.017844808021256382,0.011093922119891441,0.009025112423457812,-0.002352822920542421,-0.021517524211288837,0.01827658203469808,0.003023883719545148,-0.019069578920994285,0.006059807979459279,0.030385840595032496,1.0,-0.30818482856178897,-0.16631095210074498,-0.19128162502059462,0.012665008050731653,0.01926070634640685,-0.02517830386893467,-0.027650552817713475,-0.06471539783883032,-0.03504358826800518,-0.03604422939205831,0.006176547987188552,0.009764601316718647,-0.004447275958376669,0.021888622338946243,0.007836237933276353,0.05438252320880739,0.03497776907743216,0.056053886436331204,0.030245047831031574,0.0015013514754553241,-0.04260825543408937,0.03883914987050563,-0.013561441583274438,-0.02593677024448667,-0.022833178014268263,-0.017690006728311718,-0.01673615531222988,-0.03069108006225672
State_Southeast,-0.2133665412544775,-0.48846157129088147,0.007915529607457436,-0.001714407695168247,-0.009579340303430625,-0.012392222058098973,-0.007946978208926727,0.13351457610866643,0.002611600892339177,0.00396036223462863,0.0037421740162867606,0.0005850818712454822,0.012401582479172767,-0.015547833780421788,-0.004141888748786593,-0.0014138266180040973,0.011547052062362605,-0.012275782384393344,0.012515510927820802,-0.005062051529908581,-0.006244883808915014,-0.02920963371875678,-0.30818482856178897,1.0,-0.2196725081839098,-0.252655124674618,0.003183352342309385,-0.02089166538701575,-0.0502072299750822,-0.024416617689221126,0.0396628447124646,0.00865060659899957,0.039521071771204154,-0.013915694628383823,-0.020523559663083602,-0.02708236366549486,0.04812959614189858,-0.000640415763846838,-0.019301624464929522,-0.03651083448026634,-0.0591287057779632,0.018228881902822684,0.04092801735635621,-0.01216681375632193,-0.03564779207183188,0.03004998689458617,0.024202172796205144,0.00855633778712023,0.05232854281152601,-0.022106019888371114,-0.02353282237721756
State_Southwest,0.30888363748627484,-0.3186162089119268,-0.0026628436025075957,0.023706791339740574,0.02731820794734223,0.019716640880878135,-0.00724575683015431,0.06427195664706113,-0.006063545537251086,0.005894641271967979,-0.007162491894132362,-0.0024926156473257023,0.004685744739208241,-0.0031029253930835105,-0.010966216368761854,0.0035721965562148282,1.5754719484084874e-05,0.014767742919707214,-0.012809377371048888,0.00624086893406082,0.0017631472280800013,-0.018902741165559893,-0.16631095210074498,-0.2196725081839098,1.0,-0.13634452589331,0.018100822619562515,0.025871751657018015,0.042304147056879904,0.07995825123533593,0.03560926363948532,-0.02765329470493828,-0.0012614465163414876,-0.006033190949605887,-0.01320249480126762,0.051781427076429146,-0.0340374353946083,0.00617330125583213,-0.025215988970046836,0.048590039852456225,0.02993439249229722,-0.036407593000057706,-0.057171711241080975,0.06774057783221316,-0.024088142564978994,-0.021178447852684613,-0.04154309582183673,0.030895215390613667,-0.02515163940349259,-0.011929442574931608,-0.011363228953743598
